Recipe,Ingredient,Quantity,Serving,Recipe Weight,Portion per Serving,Norm Quantity,Valid Norm,New Quantity
lamb karahi,green chilies,30.17,4.0,2125.72,531.43,0.014192838191295187,1.0000000000000002,7.542
lamb karahi,coriander leaves,3.11,4.0,2125.72,531.43,0.0014630337015223078,1.0000000000000002,0.778
aloo paratha,flour,250.79,6.0,952.04,158.67333333333332,0.2634238057224486,1.0,41.798
aloo paratha,water,118.29,6.0,952.04,158.67333333333332,0.12424898113524643,1.0,19.715
aloo paratha,salt,0.28,6.0,952.04,158.67333333333332,0.0002941052896937104,1.0,0.047
aloo paratha,oil,13.61,6.0,952.04,158.67333333333332,0.014295617831183563,1.0,2.268
aloo paratha,potato,426.0,6.0,952.04,158.67333333333332,0.4474601907482879,1.0,71.0
aloo paratha,salt,1.37,6.0,952.04,158.67333333333332,0.00143901516742994,1.0,0.228
aloo paratha,mustard seed,1.06,6.0,952.04,158.67333333333332,0.0011133985966976178,1.0,0.177
aloo paratha,onion,70.0,6.0,952.04,158.67333333333332,0.07352632242342759,1.0,11.667
aloo paratha,turmeric powder,2.02,6.0,952.04,158.67333333333332,0.002121759589933196,1.0,0.337
aloo paratha,green chili pepper,8.0,6.0,952.04,158.67333333333332,0.008403008276963154,1.0,1.333
aloo paratha,cilantro,2.07,6.0,952.04,158.67333333333332,0.002174278391664216,1.0,0.345
aloo paratha,flour,31.34,6.0,952.04,158.67333333333332,0.03291878492500315,1.0,5.223
aloo paratha,oil,27.21,6.0,952.04,158.67333333333332,0.028580731902020925,1.0,4.535
rasmalai,whole milk,520.0,4.0,4480.21,1120.0525,0.1160659879782421,1.0,130.0
rasmalai,sugar,100.0,4.0,4480.21,1120.0525,0.022320382303508093,1.0,25.0
rasmalai,green cardamoms,0.6,4.0,4480.21,1120.0525,0.00013392229382104857,1.0,0.15
rasmalai,pistachios,25.0,4.0,4480.21,1120.0525,0.005580095575877023,1.0,6.25
rasmalai,saffron,0.2,4.0,4480.21,1120.0525,4.464076460701619e-05,1.0,0.05
rasmalai,milk,15.6,4.0,4480.21,1120.0525,0.0034819796393472627,1.0,3.9
rasmalai,milk,2080.0,4.0,4480.21,1120.0525,0.4642639519129684,1.0,520.0
rasmalai,lime juice,15.38,4.0,4480.21,1120.0525,0.003432874798279545,1.0,3.845
rasmalai,water,800.0,4.0,4480.21,1120.0525,0.17856305842806475,1.0,200.0
rasmalai,sugar,900.0,4.0,4480.21,1120.0525,0.20088344073157285,1.0,225.0
rasmalai,flour,20.0,4.0,4480.21,1120.0525,0.004464076460701619,1.0,5.0
rasmalai,baking powder,3.43,4.0,4480.21,1120.0525,0.0007655891130103277,1.0,0.858
vegetable pakora,green chili,4.0,2.0,932.9499999999999,466.47499999999997,0.004287475213033925,1.0,2.0
vegetable pakora,cilantro,1.04,2.0,932.9499999999999,466.47499999999997,0.0011147435553888205,1.0,0.52
vegetable pakora,potato,170.0,2.0,932.9499999999999,466.47499999999997,0.18221769655394182,1.0,85.0
vegetable pakora,cauliflower,265.0,2.0,932.9499999999999,466.47499999999997,0.28404523286349753,1.0,132.5
vegetable pakora,spinach leaves,28.39,2.0,932.9499999999999,466.47499999999997,0.030430355324508284,1.0,14.195
vegetable pakora,onion,216.48,2.0,932.9499999999999,466.47499999999997,0.23203815852939602,1.0,108.24
vegetable pakora,chickpea flour,92.27,2.0,932.9499999999999,466.47499999999997,0.09890133447666007,1.0,46.135
vegetable pakora,oil,27.21,2.0,932.9499999999999,466.47499999999997,0.029165550136663276,1.0,13.605
vegetable pakora,ground cumin,2.07,2.0,932.9499999999999,466.47499999999997,0.002218768422745056,1.0,1.035
vegetable pakora,salt,8.2,2.0,932.9499999999999,466.47499999999997,0.008789324186719545,1.0,4.1
vegetable pakora,water,118.29,2.0,932.9499999999999,466.47499999999997,0.12679136073744576,1.0,59.145
hara bhara kebabs,channa dal,25.44,2.0,171.81,85.905,0.14807054304173214,1.0,12.72
hara bhara kebabs,fresh ginger root,2.0,2.0,171.81,85.905,0.011640765962400325,1.0,1.0
hara bhara kebabs,garlic clove,2.0,2.0,171.81,85.905,0.011640765962400325,1.0,1.0
hara bhara kebabs,green chilies,8.0,2.0,171.81,85.905,0.0465630638496013,1.0,4.0
hara bhara kebabs,spinach,15.38,2.0,171.81,85.905,0.0895174902508585,1.0,7.69
hara bhara kebabs,green peas,36.08,2.0,171.81,85.905,0.20999941796170188,1.0,18.04
hara bhara kebabs,low-fat panir,52.63,2.0,171.81,85.905,0.3063267563005646,1.0,26.315
hara bhara kebabs,chat masala,1.28,2.0,171.81,85.905,0.0074500902159362085,1.0,0.64
hara bhara kebabs,garam masala powder,0.65,2.0,171.81,85.905,0.003783248937780106,1.0,0.325
hara bhara kebabs,salt,3.46,2.0,171.81,85.905,0.020138525114952562,1.0,1.73
hara bhara kebabs,bread crumb,20.41,2.0,171.81,85.905,0.11879401664629533,1.0,10.205
hara bhara kebabs,olive oil,4.48,2.0,171.81,85.905,0.02607531575577673,1.0,2.24
shahi paneer korma,paneer cheese,200.0,4.0,811.4,202.85,0.2464875523786049,1.0,50.0
shahi paneer korma,cumin powder,2.02,4.0,811.4,202.85,0.0024895242790239093,1.0,0.505
shahi paneer korma,onion,110.0,4.0,811.4,202.85,0.1355681538082327,1.0,27.5
shahi paneer korma,ginger root paste,6.64,4.0,811.4,202.85,0.008183386738969681,1.0,1.66
shahi paneer korma,garlic paste,4.67,4.0,811.4,202.85,0.005755484348040424,1.0,1.168
shahi paneer korma,garam masala powder,5.2,4.0,811.4,202.85,0.006408676361843727,1.0,1.3
shahi paneer korma,turmeric powder,2.02,4.0,811.4,202.85,0.0024895242790239093,1.0,0.505
shahi paneer korma,coriander powder,2.02,4.0,811.4,202.85,0.0024895242790239093,1.0,0.505
shahi paneer korma,red chili powder,2.8,4.0,811.4,202.85,0.0034508257333004683,1.0,0.7
shahi paneer korma,white pepper powder,1.01,4.0,811.4,202.85,0.0012447621395119547,1.0,0.252
shahi paneer korma,tomato paste,226.79,4.0,811.4,202.85,0.279504560019719,1.0,56.698
shahi paneer korma,water,118.29,4.0,811.4,202.85,0.14578506285432588,1.0,29.573
shahi paneer korma,milk,123.02,4.0,811.4,202.85,0.15161449346807987,1.0,30.755
shahi paneer korma,salt,6.92,4.0,811.4,202.85,0.00852846931229973,1.0,1.73
yellow dal fry,split red lentils,89.9,8.0,52522.73,6565.34125,0.0017116398938135926,1.0,11.238
yellow dal fry,toor dal,95.81,8.0,52522.73,6565.34125,0.0018241626054091248,1.0,11.976
yellow dal fry,mung dal,113.56,8.0,52522.73,6565.34125,0.0021621115277138106,1.0,14.195
yellow dal fry,channa dal,101.73,8.0,52522.73,6565.34125,0.0019368757107637016,1.0,12.716
yellow dal fry,water,946.36,8.0,52522.73,6565.34125,0.01801810378097254,1.0,118.295
yellow dal fry,oil,27.21,8.0,52522.73,6565.34125,0.0005180614183611553,1.0,3.401
yellow dal fry,cumin seed,1.03,8.0,52522.73,6565.34125,1.961055718162403e-05,1.0,0.129
yellow dal fry,asafoetida powder,0.78,8.0,52522.73,6565.34125,1.4850713205501695e-05,1.0,0.098
yellow dal fry,onion,70.0,8.0,52522.73,6565.34125,0.0013327563133142546,1.0,8.75
yellow dal fry,garlic clove,5.0,8.0,52522.73,6565.34125,9.519687952244675e-05,1.0,0.625
yellow dal fry,jalapeno,14.0,8.0,52522.73,6565.34125,0.0002665512626628509,1.0,1.75
yellow dal fry,ginger root,4.53,8.0,52522.73,6565.34125,8.624837284733676e-05,1.0,0.566
yellow dal fry,turmeric,1.53,8.0,52522.73,6565.34125,2.9130245133868706e-05,1.0,0.191
yellow dal fry,cayenne pepper,0.44,8.0,52522.73,6565.34125,8.377325397975313e-06,1.0,0.055
yellow dal fry,ground coriander,2.41,8.0,52522.73,6565.34125,4.588489592981934e-05,1.0,0.301
yellow dal fry,ground cumin,2.07,8.0,52522.73,6565.34125,3.941150812229295e-05,1.0,0.259
yellow dal fry,salt,5.46,8.0,52522.73,6565.34125,0.00010395499243851185,1.0,0.682
yellow dal fry,no-salt-added tomato sauce,51027.75,8.0,52522.73,6565.34125,0.9715365138103065,1.0,6378.469
yellow dal fry,fresh cilantro,3.11,8.0,52522.73,6565.34125,5.921245906296188e-05,1.0,0.389
yellow dal fry,lemon juice,10.05,8.0,52522.73,6565.34125,0.00019134572784011797,1.0,1.256
fish korma,ladyfingers,500.0,3.0,552.93,184.30999999999997,0.9042735970195143,1.0,166.667
fish korma,onion,18.04,3.0,552.93,184.30999999999997,0.032626191380464076,1.0,6.013
fish korma,ginger root paste,6.64,3.0,552.93,184.30999999999997,0.01200875336841915,1.0,2.213
fish korma,green chilies,8.0,3.0,552.93,184.30999999999997,0.014468377552312228,1.0,2.667
fish korma,oil,9.06,3.0,552.93,184.30999999999997,0.0163854375779936,1.0,3.02
fish korma,turmeric powder,2.0,3.0,552.93,184.30999999999997,0.003617094388078057,1.0,0.667
fish korma,salt,5.19,3.0,552.93,184.30999999999997,0.00938635993706256,1.0,1.73
fish korma,chili powder,2.0,3.0,552.93,184.30999999999997,0.003617094388078057,1.0,0.667
fish korma,amchoor powder,2.0,3.0,552.93,184.30999999999997,0.003617094388078057,1.0,0.667
coconut chicken curry,peanut oil,26.92,4.0,1515.12,378.78,0.017767569565446964,1.0,6.73
coconut chicken curry,chicken thigh fillets,700.0,4.0,1515.12,378.78,0.46200960979988387,1.0,175.0
coconut chicken curry,onion,70.0,4.0,1515.12,378.78,0.04620096097998839,1.0,17.5
coconut chicken curry,garlic clove,3.0,4.0,1515.12,378.78,0.0019800411848566453,1.0,0.75
coconut chicken curry,ginger root,4.53,4.0,1515.12,378.78,0.002989862189133534,1.0,1.132
coconut chicken curry,coriander,3.45,4.0,1515.12,378.78,0.002277047362585142,1.0,0.862
coconut chicken curry,cumin,4.14,4.0,1515.12,378.78,0.00273245683510217,1.0,1.035
coconut chicken curry,turmeric,3.05,4.0,1515.12,378.78,0.0020130418712709223,1.0,0.762
coconut chicken curry,chili powder,1.33,4.0,1515.12,378.78,0.0008778182586197794,1.0,0.332
coconut chicken curry,tomato,273.0,4.0,1515.12,378.78,0.1801837478219547,1.0,68.25
coconut chicken curry,coconut cream,300.47,4.0,1515.12,378.78,0.19831432493795875,1.0,75.118
coconut chicken curry,chicken stock,119.47,4.0,1515.12,378.78,0.07885184011827447,1.0,29.868
coconut chicken curry,cilantro,2.07,4.0,1515.12,378.78,0.001366228417551085,1.0,0.518
coconut chicken curry,brown sugar,3.69,4.0,1515.12,378.78,0.0024354506573736733,1.0,0.922
butter chicken,boneless skinless chicken breast,1133.98,4.0,2216.28,554.07,0.5116591766383308,0.9999999999999999,283.495
butter chicken,tandoori paste,63.89,4.0,2216.28,554.07,0.02882758496218889,0.9999999999999999,15.972
butter chicken,plain yogurt,425.24,4.0,2216.28,554.07,0.19187106322305844,0.9999999999999999,106.31
butter chicken,lemon juice,60.34,4.0,2216.28,554.07,0.027225801793997147,0.9999999999999999,15.085
butter chicken,campbell's tomato soup,76.9,4.0,2216.28,554.07,0.03469778186871695,0.9999999999999999,19.225
butter chicken,fresh ginger root,20.41,4.0,2216.28,554.07,0.009209125200786903,0.9999999999999999,5.102
butter chicken,creamo,283.49,4.0,2216.28,554.07,0.12791253812695147,0.9999999999999999,70.872
butter chicken,garam masala,2.41,4.0,2216.28,554.07,0.0010874077282653817,0.9999999999999999,0.602
butter chicken,salt,4.1,4.0,2216.28,554.07,0.001849946757629902,0.9999999999999999,1.025
butter chicken,sugar,1.05,4.0,2216.28,554.07,0.00047376685256375546,0.9999999999999999,0.262
butter chicken,red chili pepper flakes,2.41,4.0,2216.28,554.07,0.0010874077282653817,0.9999999999999999,0.602
butter chicken,cayenne pepper,0.44,4.0,2216.28,554.07,0.0001985308715505261,0.9999999999999999,0.11
butter chicken,dried coriander,6.06,4.0,2216.28,554.07,0.0027343115490822455,0.9999999999999999,1.515
butter chicken,lemon juice,20.1,4.0,2216.28,554.07,0.009069251177649033,0.9999999999999999,5.025
butter chicken,ground cumin,2.07,4.0,2216.28,554.07,0.0009339975093399749,0.9999999999999999,0.518
butter chicken,butter,113.39,4.0,2216.28,554.07,0.051162308011623074,0.9999999999999999,28.348
paratha,wheat flour,250.79,3.0,510.65999999999997,170.22,0.49110954451102495,1.0,83.597
paratha,salt,5.19,3.0,510.65999999999997,170.22,0.010163318058982495,1.0,1.73
paratha,oil,81.64,3.0,510.65999999999997,170.22,0.15987153879293464,1.0,27.213
paratha,water,173.04,3.0,510.65999999999997,170.22,0.33885559863705794,1.0,57.68
indian fish pakoras,fish,453.59,2.0,860.77,430.385,0.5269584209486855,1.0,226.795
indian fish pakoras,lemon juice,9.66,2.0,860.77,430.385,0.01122251007818581,1.0,4.83
indian fish pakoras,salt,3.46,2.0,860.77,430.385,0.004019656818894711,1.0,1.73
indian fish pakoras,garbanzo flour,90.49,2.0,860.77,430.385,0.10512680506987929,1.0,45.245
indian fish pakoras,cilantro leaves,2.07,2.0,860.77,430.385,0.0024048235881826735,1.0,1.035
indian fish pakoras,green chili,4.0,2.0,860.77,430.385,0.004647002102768452,1.0,2.0
indian fish pakoras,garlic,6.0,2.0,860.77,430.385,0.006970503154152677,1.0,3.0
indian fish pakoras,ginger root,4.53,2.0,860.77,430.385,0.005262729881385272,1.0,2.265
indian fish pakoras,red chili powder,4.21,2.0,860.77,430.385,0.004890969713163796,1.0,2.105
indian fish pakoras,turmeric,1.53,2.0,860.77,430.385,0.0017774783043089327,1.0,0.765
indian fish pakoras,cumin seed,2.07,2.0,860.77,430.385,0.0024048235881826735,1.0,1.035
indian fish pakoras,lemons,42.0,2.0,860.77,430.385,0.048793522079068744,1.0,21.0
indian fish pakoras,onion,69.46,2.0,860.77,430.385,0.08069519151457416,1.0,34.73
indian fish pakoras,chopped tomato,62.7,2.0,860.77,430.385,0.07284175796089548,1.0,31.35
indian fish pakoras,tamarind chutney,75.0,2.0,860.77,430.385,0.08713128942690847,1.0,37.5
indian fish pakoras,chutney,30.0,2.0,860.77,430.385,0.034852515770763384,1.0,15.0
shrimp,shrimp,453.59,2.0,466.38,233.19,0.9725760109781723,1.0,226.795
shrimp,garlic,2.8,2.0,466.38,233.19,0.006003687979758994,1.0,1.4
shrimp,salt,5.46,2.0,466.38,233.19,0.01170719156053004,1.0,2.73
shrimp,oil,4.53,2.0,466.38,233.19,0.00971310948153866,1.0,2.265
bhindi do piazza,fish,375.0,4.0,1199.94,299.985,0.31251562578128905,1.0,93.75
bhindi do piazza,low-fat plain yogurt,170.34,4.0,1199.94,299.985,0.14195709785489274,1.0,42.585
bhindi do piazza,sugar,2.09,4.0,1199.94,299.985,0.0017417537543543843,1.0,0.522
bhindi do piazza,salt,6.92,4.0,1199.94,299.985,0.005766955014417387,1.0,1.73
bhindi do piazza,ghee,38.6,4.0,1199.94,299.985,0.03216827508042069,1.0,9.65
bhindi do piazza,bay leaf,0.4,4.0,1199.94,299.985,0.000333350000833375,1.0,0.1
bhindi do piazza,clove,0.36,4.0,1199.94,299.985,0.0003000150007500375,1.0,0.09
bhindi do piazza,green cardamoms,0.4,4.0,1199.94,299.985,0.000333350000833375,1.0,0.1
bhindi do piazza,cinnamon stick,0.33,4.0,1199.94,299.985,0.0002750137506875344,1.0,0.082
bhindi do piazza,onion,450.0,4.0,1199.94,299.985,0.3750187509375469,1.0,112.5
bhindi do piazza,fresh ginger root,4.0,4.0,1199.94,299.985,0.00333350000833375,1.0,1.0
bhindi do piazza,dried red chilies,1.5,4.0,1199.94,299.985,0.0012500625031251563,1.0,0.375
bhindi do piazza,onion,150.0,4.0,1199.94,299.985,0.1250062503125156,1.0,37.5
fish curry,fish fillets,907.18,6.0,2187.1499999999996,364.5249999999999,0.41477722149829693,1.0,151.197
fish curry,garlic paste,28.1,6.0,2187.1499999999996,364.5249999999999,0.012847769928902913,1.0,4.683
fish curry,ginger root,4.0,6.0,2187.1499999999996,364.5249999999999,0.00182886404681892,1.0,0.667
fish curry,mustard seed,10.6,6.0,2187.1499999999996,364.5249999999999,0.004846489724070138,1.0,1.767
fish curry,bay leaf,0.8,6.0,2187.1499999999996,364.5249999999999,0.000365772809363784,1.0,0.133
fish curry,coriander powder,3.03,6.0,2187.1499999999996,364.5249999999999,0.0013853645154653317,1.0,0.505
fish curry,shallots,212.65,6.0,2187.1499999999996,364.5249999999999,0.09722698488901083,1.0,35.442
fish curry,red chilies,3.5,6.0,2187.1499999999996,364.5249999999999,0.001600256040966555,1.0,0.583
fish curry,cumin seed,6.21,6.0,2187.1499999999996,364.5249999999999,0.002839311432686373,1.0,1.035
fish curry,turmeric powder,6.06,6.0,2187.1499999999996,364.5249999999999,0.0027707290309306634,1.0,1.01
fish curry,salt,49.25,6.0,2187.1499999999996,364.5249999999999,0.02251788857645795,1.0,8.208
fish curry,tomato,246.0,6.0,2187.1499999999996,364.5249999999999,0.11247513887936357,1.0,41.0
fish curry,water,709.77,6.0,2187.1499999999996,364.5249999999999,0.32451820862766617,1.0,118.295
kheer,basmati rice,92.27,2.0,2837.35,1418.675,0.03251978078136289,1.0,46.135
kheer,water,473.18,2.0,2837.35,1418.675,0.1667682873103424,1.0,236.59
kheer,milk,1967.68,2.0,2837.35,1418.675,0.6934921669868012,1.0,983.84
kheer,green cardamom pods,1.0,2.0,2837.35,1418.675,0.0003524415387597582,1.0,0.5
kheer,sugar,251.37,2.0,2837.35,1418.675,0.08859322959804043,1.0,125.685
kheer,blanched slivered almond,35.48,2.0,2837.35,1418.675,0.012504625795196221,1.0,17.74
kheer,ground cardamom,1.01,2.0,2837.35,1418.675,0.0003559659541473558,1.0,0.505
kheer,ground nutmeg,0.57,2.0,2837.35,1418.675,0.00020089167709306217,1.0,0.285
kheer,rose water,14.79,2.0,2837.35,1418.675,0.005212610358256824,1.0,7.395
crispy chicken sliders,boneless skinless chicken breast,378.0,4.0,963.42,240.855,0.392352245126736,1.0,94.5
crispy chicken sliders,shortening,51.45,4.0,963.42,240.855,0.05340350003113907,1.0,12.862
crispy chicken sliders,panko breadcrumbs,113.56,4.0,963.42,240.855,0.11787174856241307,1.0,28.39
crispy chicken sliders,provolone cheese,84.0,4.0,963.42,240.855,0.08718938780594133,1.0,21.0
crispy chicken sliders,dinner roll,224.0,4.0,963.42,240.855,0.2325050341491769,1.0,56.0
crispy chicken sliders,seasoned salt,7.24,4.0,963.42,240.855,0.007514894853750182,1.0,1.81
crispy chicken sliders,onion powder,1.77,4.0,963.42,240.855,0.0018372049573394781,1.0,0.442
crispy chicken sliders,garlic powder,1.57,4.0,963.42,240.855,0.0016296111768491417,1.0,0.392
crispy chicken sliders,white pepper,0.59,4.0,963.42,240.855,0.0006124016524464927,1.0,0.148
crispy chicken sliders,egg,100.0,4.0,963.42,240.855,0.10379689024516826,1.0,25.0
crispy chicken sliders,Crystal hot sauce,1.24,4.0,963.42,240.855,0.0012870814390400864,1.0,0.31
spicy chicken bites,canola oil,330.04,6.0,1562.52,260.42,0.2112228963469268,1.0,55.007
spicy chicken bites,chicken tenders,453.59,6.0,1562.52,260.42,0.29029388423828173,1.0,75.598
spicy chicken bites,hot sauce,39.82,6.0,1562.52,260.42,0.025484473798735377,1.0,6.637
spicy chicken bites,pancake mix,432.96,6.0,1562.52,260.42,0.27709085323707855,1.0,72.16
spicy chicken bites,water,295.73,6.0,1562.52,260.42,0.18926477741084916,1.0,49.288
spicy chicken bites,salt,10.38,6.0,1562.52,260.42,0.0066431149681284085,1.0,1.73
chicken rice bowl,teriyaki marinade,127.75,4.0,1619.8,404.95,0.07886776145203112,1.0,31.938
chicken rice bowl,sugar,25.14,4.0,1619.8,404.95,0.015520434621558218,1.0,6.285
chicken rice bowl,boneless skinless chicken breast,680.38,4.0,1619.8,404.95,0.420039511050747,1.0,170.095
chicken rice bowl,cornstarch,5.32,4.0,1619.8,404.95,0.0032843560933448574,1.0,1.33
chicken rice bowl,vegetable oil,27.21,4.0,1619.8,404.95,0.01679837016915669,1.0,6.803
chicken rice bowl,cooked rice,474.0,4.0,1619.8,404.95,0.29262871959501174,1.0,118.5
chicken rice bowl,vegetables,280.0,4.0,1619.8,404.95,0.17286084701815038,1.0,70.0
spinach naan,corn kernel,255.52,6.0,1658.9299999999998,276.4883333333333,0.15402699330291214,1.0000000000000002,42.587
spinach naan,salt and pepper,0.5,6.0,1658.9299999999998,276.4883333333333,0.00030139909459711984,1.0000000000000002,0.083
spinach naan,boneless chicken thighs,560.0,6.0,1658.9299999999998,276.4883333333333,0.33756698594877427,1.0000000000000002,93.333
spinach naan,tandoori masala,6.28,6.0,1658.9299999999998,276.4883333333333,0.0037855726281398254,1.0000000000000002,1.047
spinach naan,mayonnaise,110.01,6.0,1658.9299999999998,276.4883333333333,0.06631382879325831,1.0000000000000002,18.335
spinach naan,A.1. Original Sauce,29.88,6.0,1658.9299999999998,276.4883333333333,0.018011609893123882,1.0000000000000002,4.98
spinach naan,green onion,15.0,6.0,1658.9299999999998,276.4883333333333,0.009041972837913595,1.0000000000000002,2.5
spinach naan,naan bread,540.0,6.0,1658.9299999999998,276.4883333333333,0.3255110221648895,1.0000000000000002,90.0
spinach naan,baby spinach leaves,141.74,6.0,1658.9299999999998,276.4883333333333,0.08544061533639154,1.0000000000000002,23.623
